athletic_net_id,name,short_name,city,state,league
school_menlo-atherton,Menlo-Atherton,Menlo-Atherton,,,
school_american,American,American,,,
school_piedmont,Piedmont,Piedmont,,,
school_basis_independent_silicon_valley,BASIS Independent Silicon Valley,BASIS Independent Silicon Valley,,,
school_college_park,College Park,College Park,,,
school_urban_of_san_francisco,Urban of San Francisco,Urban of San Francisco,,,
school_san_mateo,San Mateo,San Mateo,,,
school_berkeley,Berkeley,Berkeley,,,
school_westmoor,Westmoor,Westmoor,,,
school_stratford_prep_blackford,Stratford Prep Blackford,Stratford Prep Blackford,,,
school_lowell,Lowell,Lowell,,,
school_el_cerrito,El Cerrito,El Cerrito,,,
school_willow_glen,Willow Glen,Willow Glen,,,
school_oakland,Oakland,Oakland,,,
school_hillbrook,Hillbrook,Hillbrook,,,
school_moreau_catholic,Moreau Catholic,Moreau Catholic,,,
school_mountain_house,Mountain House,Mountain House,,,
school_acalanes,Acalanes,Acalanes,,,
school_pajaro_valley,Pajaro Valley,Pajaro Valley,,,
school_marina,Marina,Marina,,,
school_lick_wilmerding,Lick Wilmerding,Lick Wilmerding,,,
school_heritage_(brentwood),Heritage (Brentwood),Heritage (Brentwood),,,
school_mission_san_jose,Mission San Jose,Mission San Jose,,,
school_clayton_valley,Clayton Valley,Clayton Valley,,,
school_hercules,Hercules,Hercules,,,
school_marin_academy,Marin Academy,Marin Academy,,,
school_the_king’s_academy,The King’s Academy,The King’s Academy,,,
school_khan_lab,Khan Lab,Khan Lab,,,
school_unattached,Unattached,Unattached,,,
school_marin_catholic,Marin Catholic,Marin Catholic,,,
school_abraham_lincoln_(sj),Abraham Lincoln (SJ),Abraham Lincoln (SJ),,,
school_livermore,Livermore,Livermore,,,
school_branson,Branson,Branson,,,
school_john_f._kennedy_(fremont),John F. Kennedy (Fremont),John F. Kennedy (Fremont),,,
school_chesterton_academy_of_st._james,Chesterton Academy Of St. James,Chesterton Academy Of St. James,,,
school_balboa,Balboa,Balboa,,,
school_washington,Washington,Washington,,,
school_kipp_king_collegiate,KIPP King Collegiate,KIPP King Collegiate,,,
school_middletown,Middletown,Middletown,,,
school_san_marin,San Marin,San Marin,,,
school_california_school_for_the_deaf,California School for the Deaf,California School for the Deaf,,,
school_independence,Independence,Independence,,,
school_apostles_lutheran,Apostles Lutheran,Apostles Lutheran,,,
school_irvington,Irvington,Irvington,,,
school_galileo_academy,Galileo Academy,Galileo Academy,,,
school_waldorf_school_of_the_peninsula,Waldorf School of the Peninsula,Waldorf School of the Peninsula,,,
school_the_academy_-_san_francisco_@_mcateer,The Academy - San Francisco @ McAteer,The Academy - San Francisco @ McAteer,,,
