meet_athletic_net_id,name,gender,distance_meters,venue_name,athletic_net_id
223562,"2.74 Miles Junior Varsity","M",4410,"Montgomery Hill Park","893932"
223562,"2.74 Miles Varsity","M",4410,"Montgomery Hill Park","893930"
223562,"2.74 Miles Reserve","M",4410,"Montgomery Hill Park","893936"
223562,"2.74 Miles Junior Varsity","F",4410,"Montgomery Hill Park","893929"
223562,"2.74 Miles Varsity","F",4410,"Montgomery Hill Park","893931"
223562,"2.74 Miles Reserve","F",4410,"Montgomery Hill Park","893937"
223387,"2.03 Miles Freshman 1","M",3267,"Golden Gate Park","916730"
223387,"2.03 Miles Freshman 2","M",3267,"Golden Gate Park","916729"
223387,"2.03 Miles Sophomore 1","M",3267,"Golden Gate Park","917199"
223387,"2.03 Miles Sophomore 2","M",3267,"Golden Gate Park","917200"
223387,"2.78 Miles Non Varsity 1","M",4474,"Golden Gate Park","917201"
223387,"2.78 Miles Non Varsity 2","M",4474,"Golden Gate Park","917202"
223387,"2.78 Miles Varsity 1","M",4474,"Golden Gate Park","917206"
223387,"2.78 Miles Varsity 2","M",4474,"Golden Gate Park","917207"
223387,"2.03 Miles Frosh/Soph 1","F",3267,"Golden Gate Park","916728"
223387,"2.03 Miles Frosh/Soph 2","F",3267,"Golden Gate Park","916727"
223387,"2.78 Miles Non Varsity","F",4474,"Golden Gate Park","917203"
223387,"2.78 Miles Varsity 1","F",4474,"Golden Gate Park","917204"
223387,"2.78 Miles Varsity 2","F",4474,"Golden Gate Park","917205"
221156,"2.13 Miles Freshman  Boys","M",3428,"Crystal Springs","885184"
221156,"2.13 Miles Sophomore  Boys","M",3428,"Crystal Springs","885183"
221156,"2.95 Miles Junior  Boys","M",4748,"Crystal Springs","885182"
221156,"2.95 Miles Senior  Boys","M",4748,"Crystal Springs","885181"
221156,"2.13 Miles Freshman Girls","F",3428,"Crystal Springs","885188"
221156,"2.13 Miles Sophomore Girls","F",3428,"Crystal Springs","885187"
221156,"2.95 Miles Junior Girls","F",4748,"Crystal Springs","885186"
221156,"2.95 Miles Senior Girls","F",4748,"Crystal Springs","885185"
224751,"2.74 Miles Junior Varsity","M",4410,"Montgomery Hill Park","898058"
224751,"2.74 Miles Varsity","M",4410,"Montgomery Hill Park","898059"
224751,"2.74 Miles Reserve","M",4410,"Montgomery Hill Park","898067"
224751,"2.74 Miles Junior Varsity","F",4410,"Montgomery Hill Park","898060"
224751,"2.74 Miles Varsity","F",4410,"Montgomery Hill Park","898061"
224751,"2.74 Miles Reserve","F",4410,"Montgomery Hill Park","898064"
222962,"5,000 Meters Varsity","M",5000,"Baylands Park","891985"
222962,"5,000 Meters Frosh/Soph","M",5000,"Baylands Park","891986"
222962,"5,000 Meters Open","M",5000,"Baylands Park","891987"
222962,"5,000 Meters Varsity","F",5000,"Baylands Park","891988"
222962,"5,000 Meters Frosh/Soph","F",5000,"Baylands Park","891989"
222962,"5,000 Meters Open","F",5000,"Baylands Park","891990"
224754,"2.74 Miles Junior Varsity","M",4410,"Montgomery Hill Park","898082"
224754,"2.74 Miles Varsity","M",4410,"Montgomery Hill Park","898083"
224754,"2.74 Miles Reserve","M",4410,"Montgomery Hill Park","898087"
224754,"2.74 Miles Junior Varsity","F",4410,"Montgomery Hill Park","898084"
224754,"2.74 Miles Varsity","F",4410,"Montgomery Hill Park","898085"
224754,"2.74 Miles Reserve","F",4410,"Montgomery Hill Park","898090"
226789,"2.95 Miles Varsity","M",4748,"Crystal Springs","941280"
226789,"2.95 Miles Junior Varsity","M",4748,"Crystal Springs","941282"
226789,"2.95 Miles Varsity","F",4748,"Crystal Springs","941281"
226789,"2.95 Miles Junior Varsity","F",4748,"Crystal Springs","941283"
223395,"2.95 Miles Varsity - Division 3","M",4748,"Crystal Springs","943122"
223395,"2.95 Miles Varsity - Division 4","M",4748,"Crystal Springs","943123"
223395,"2.95 Miles Varsity - Division 5","M",4748,"Crystal Springs","943265"
223395,"2.95 Miles Varsity - Division 1","M",4748,"Crystal Springs","943267"
223395,"2.95 Miles Varsity - Division 2","M",4748,"Crystal Springs","943269"
223395,"2.95 Miles Varsity - Division 3","F",4748,"Crystal Springs","943124"
223395,"2.95 Miles Varsity - Division 4","F",4748,"Crystal Springs","943125"
223395,"2.95 Miles Varsity - Division 5","F",4748,"Crystal Springs","943266"
223395,"2.95 Miles Varsity - Division 1","F",4748,"Crystal Springs","943268"
223395,"2.95 Miles Varsity - Division 2","F",4748,"Crystal Springs","943270"
223396,"5,000 Meters Division 5","M",5000,"Woodward Park","943514"
223396,"5,000 Meters Division 1","M",5000,"Woodward Park","943515"
223396,"5,000 Meters Division 2","M",5000,"Woodward Park","943518"
223396,"5,000 Meters Division 4","M",5000,"Woodward Park","943520"
223396,"5,000 Meters Division 3","M",5000,"Woodward Park","943522"
223396,"5,000 Meters Division 5","F",5000,"Woodward Park","943516"
223396,"5,000 Meters Division 1","F",5000,"Woodward Park","943517"
223396,"5,000 Meters Division 3","F",5000,"Woodward Park","943519"
223396,"5,000 Meters Division 2","F",5000,"Woodward Park","943521"
223396,"5,000 Meters Division 4","F",5000,"Woodward Park","943523"
