athletic_net_id,name,short_name,city,state,league
school_leigh,Leigh,Leigh,,,
school_san_mateo,San Mateo,San Mateo,,,
school_aragon,Aragon,Aragon,,,
school_mills,Mills,Mills,,,
school_santa_cruz,Santa Cruz,Santa Cruz,,,
school_hillsdale,Hillsdale,Hillsdale,,,
school_encinal,Encinal,Encinal,,,
school_carlmont,Carlmont,Carlmont,,,
school_half_moon_bay,Half Moon Bay,Half Moon Bay,,,
school_del_mar,Del Mar,Del Mar,,,
school_mt_eden,Mt Eden,Mt Eden,,,
school_terra_nova,Terra Nova,Terra Nova,,,
school_chesterton_academy_of_st._james,Chesterton Academy Of St. James,Chesterton Academy Of St. James,,,
school_monte_vista_christian,Monte Vista Christian,Monte Vista Christian,,,
school_pacific_bay_christian,Pacific Bay Christian,Pacific Bay Christian,,,
school_jefferson,Jefferson,Jefferson,,,
school_harker,Harker,Harker,,,
school_mt_pleasant,Mt Pleasant,Mt Pleasant,,,
school_burlingame,Burlingame,Burlingame,,,
school_south_san_francisco,South San Francisco,South San Francisco,,,
school_oceana,Oceana,Oceana,,,
school_summit_tahoma,Summit Tahoma,Summit Tahoma,,,
school_silicon_valley_international,Silicon Valley International,Silicon Valley International,,,
school_mercy_(burlingame),Mercy (Burlingame),Mercy (Burlingame),,,
