athletic_net_id,name,short_name,city,state,league
school_alisal,Alisal,Alisal,,,
school_hollister,Hollister,Hollister,,,
school_coalinga,Coalinga,Coalinga,,,
school_watsonville,Watsonville,Watsonville,,,
school_king_city,King City,King City,,,
school_aptos,Aptos,Aptos,,,
school_santa_cruz,Santa Cruz,Santa Cruz,,,
school_pacific_collegiate,Pacific Collegiate,Pacific Collegiate,,,
school_san_lorenzo_valley,San Lorenzo Valley,San Lorenzo Valley,,,
school_christopher,Christopher,Christopher,,,
school_alpha_cindy_avitia,Alpha Cindy Avitia,Alpha Cindy Avitia,,,
school_monterey,Monterey,Monterey,,,
school_harbor,Harbor,Harbor,,,
school_live_oak,Live Oak,Live Oak,,,
school_palma,Palma,Palma,,,
school_soquel,Soquel,Soquel,,,
school_mount_madonna,Mount Madonna,Mount Madonna,,,
