athletic_net_id,name,short_name,city,state,league
school_amador_valley,Amador Valley,Amador Valley,,,
school_newark_memorial,Newark Memorial,Newark Memorial,,,
school_john_f._kennedy_(fremont),John F. Kennedy (Fremont),John F. Kennedy (Fremont),,,
school_healdsburg,Healdsburg,Healdsburg,,,
school_heritage_(brentwood),Heritage (Brentwood),Heritage (Brentwood),,,
school_encinal,Encinal,Encinal,,,
school_bay_school_of_san_francisco,Bay School of San Francisco,Bay School of San Francisco,,,
school_albany,Albany,Albany,,,
school_washington,Washington,Washington,,,
school_irvington,Irvington,Irvington,,,
school_moreau_catholic,Moreau Catholic,Moreau Catholic,,,
school_lynbrook,Lynbrook,Lynbrook,,,
school_american,American,American,,,
school_college_preparatory,College Preparatory,College Preparatory,,,
school_northgate,Northgate,Northgate,,,
school_eureka,Eureka,Eureka,,,
school_urban_of_san_francisco,Urban of San Francisco,Urban of San Francisco,,,
school_contra_costa_christian,Contra Costa Christian,Contra Costa Christian,,,
school_hayward,Hayward,Hayward,,,
school_alameda,Alameda,Alameda,,,
school_st_joseph_notre_dame,St Joseph Notre Dame,St Joseph Notre Dame,,,
school_ukiah,Ukiah,Ukiah,,,
school_fremont,Fremont,Fremont,,,
school_sacred_heart_prep,Sacred Heart Prep,Sacred Heart Prep,,,
school_alhambra_(martinez),Alhambra (Martinez),Alhambra (Martinez),,,
school_athenian,Athenian,Athenian,,,
school_pinole_valley,Pinole Valley,Pinole Valley,,,
school_antioch,Antioch,Antioch,,,
school_liberty_-_brentwood,Liberty - Brentwood,Liberty - Brentwood,,,
school_cupertino,Cupertino,Cupertino,,,
school_deer_valley,Deer Valley,Deer Valley,,,
school_berkeley,Berkeley,Berkeley,,,
school_piner,Piner,Piner,,,
school_benicia,Benicia,Benicia,,,
school_bentley_upper,Bentley Upper,Bentley Upper,,,
school_oakland,Oakland,Oakland,,,
school_oakland_tech,Oakland Tech,Oakland Tech,,,
school_kipp_king_collegiate,KIPP King Collegiate,KIPP King Collegiate,,,
school_international,International,International,,,
school_sonoma_academy,Sonoma Academy,Sonoma Academy,,,
school_freedom,Freedom,Freedom,,,
school_san_leandro,San Leandro,San Leandro,,,
school_san_francisco_waldorf,San Francisco Waldorf,San Francisco Waldorf,,,
school_mt_eden,Mt Eden,Mt Eden,,,
school_abraham_lincoln_(sj),Abraham Lincoln (SJ),Abraham Lincoln (SJ),,,
school_hercules,Hercules,Hercules,,,
school_fremont_christian,Fremont Christian,Fremont Christian,,,
school_apostles_lutheran,Apostles Lutheran,Apostles Lutheran,,,
school_mt_pleasant,Mt Pleasant,Mt Pleasant,,,
school_james_logan,James Logan,James Logan,,,
school_kelseyville,Kelseyville,Kelseyville,,,
school_waldorf_school_of_the_peninsula,Waldorf School of the Peninsula,Waldorf School of the Peninsula,,,
school_maria_carrillo,Maria Carrillo,Maria Carrillo,,,
school_the_kehillah_school,The Kehillah School,The Kehillah School,,,
school_palo_alto,Palo Alto,Palo Alto,,,
school_st_mary's_college,St Mary's College,St Mary's College,,,
school_calistoga,Calistoga,Calistoga,,,
school_quarry_lane,Quarry Lane,Quarry Lane,,,
school_drew,Drew,Drew,,,
school_unattached,Unattached,Unattached,,,
