athletic_net_id,name,short_name,city,state,league
school_vacaville,Vacaville,Vacaville,,,
school_davis,Davis,Davis,,,
school_river_city,River City,River City,,,
school_napa,Napa,Napa,,,
school_rodriguez,Rodriguez,Rodriguez,,,
school_el_cerrito,El Cerrito,El Cerrito,,,
school_cosumnes_oaks,Cosumnes Oaks,Cosumnes Oaks,,,
school_deer_valley,Deer Valley,Deer Valley,,,
school_kennedy_(sacramento),Kennedy (Sacramento),Kennedy (Sacramento),,,
school_antelope,Antelope,Antelope,,,
school_freedom,Freedom,Freedom,,,
school_armijo,Armijo,Armijo,,,
school_st_francis,St Francis,St Francis,,,
school_vanden,Vanden,Vanden,,,
school_christian_brothers,Christian Brothers,Christian Brothers,,,
school_willow_glen,Willow Glen,Willow Glen,,,
school_tamalpais,Tamalpais,Tamalpais,,,
school_casa_roble,Casa Roble,Casa Roble,,,
school_vintage,Vintage,Vintage,,,
school_del_campo,Del Campo,Del Campo,,,
school_sacred_heart_cathedral,Sacred Heart Cathedral,Sacred Heart Cathedral,,,
school_casa_grande,Casa Grande,Casa Grande,,,
school_bear_river,Bear River,Bear River,,,
school_west_campus,West Campus,West Campus,,,
school_argonaut,Argonaut,Argonaut,,,
school_piner,Piner,Piner,,,
school_monta_vista,Monta Vista,Monta Vista,,,
school_montgomery,Montgomery,Montgomery,,,
school_will_c._wood,Will C. Wood,Will C. Wood,,,
school_elk_grove,Elk Grove,Elk Grove,,,
school_roseville,Roseville,Roseville,,,
school_justin-siena,Justin-Siena,Justin-Siena,,,
school_lathrop,Lathrop,Lathrop,,,
school_buckingham_charter_magnet,Buckingham Charter Magnet,Buckingham Charter Magnet,,,
school_vacaville_christian,Vacaville Christian,Vacaville Christian,,,
school_american_canyon,American Canyon,American Canyon,,,
school_middletown,Middletown,Middletown,,,
school_pioneer,Pioneer,Pioneer,,,
school_np3,NP3,NP3,,,
school_encina,Encina,Encina,,,
school_woodland,Woodland,Woodland,,,
school_colusa,Colusa,Colusa,,,
school_esparto,Esparto,Esparto,,,
school_stockton_christian,Stockton Christian,Stockton Christian,,,
school_liberty_ranch,Liberty Ranch,Liberty Ranch,,,
school_weston_ranch,Weston Ranch,Weston Ranch,,,
school_dixon,Dixon,Dixon,,,
school_kairos_luminary_academy,Kairos Luminary Academy,Kairos Luminary Academy,,,
school_stagg,Stagg,Stagg,,,
school_sacramento_valley_endurance,Sacramento Valley Endurance,Sacramento Valley Endurance,,,
school_miwok,Miwok,Miwok,,,
school_st._rose,St. Rose,St. Rose,,,
school_jepson,Jepson,Jepson,,,
school_unknown,Unknown,Unknown,,,
school_albiani,Albiani,Albiani,,,
school_delta_hawks,Delta Hawks,Delta Hawks,,,
school_toby_johnson,Toby Johnson,Toby Johnson,,,
school_harriet_eddy,Harriet Eddy,Harriet Eddy,,,
school_edward_harris,Edward Harris,Edward Harris,,,
school_joseph_kerr,Joseph Kerr,Joseph Kerr,,,
school_correr_sin_fronteras,Correr Sin Fronteras,Correr Sin Fronteras,,,
school_fastfast_track_club,FastFast Track Club,FastFast Track Club,,,
school_norcal_distance,NorCal Distance,NorCal Distance,,,
school_green_valley,green valley,green valley,,,
school_davis_community_track_&_field_club,Davis Community Track & Field Club,Davis Community Track & Field Club,,,
school_stockton_rising_club,Stockton Rising Club,Stockton Rising Club,,,
