athletic_net_id,name,short_name,city,state,league
school_campolindo,Campolindo,Campolindo,,,
school_branham,Branham,Branham,,,
school_newark_memorial,Newark Memorial,Newark Memorial,,,
school_bishop_o'dowd,Bishop O'Dowd,Bishop O'Dowd,,,
school_st_mary's_college,St Mary's College,St Mary's College,,,
school_miramonte,Miramonte,Miramonte,,,
school_college_park,College Park,College Park,,,
school_san_ramon_valley,San Ramon Valley,San Ramon Valley,,,
school_crystal_springs_uplands,Crystal Springs Uplands,Crystal Springs Uplands,,,
school_dougherty_valley,Dougherty Valley,Dougherty Valley,,,
school_las_lomas,Las Lomas,Las Lomas,,,
school_piedmont,Piedmont,Piedmont,,,
school_monte_vista,Monte Vista,Monte Vista,,,
school_berkeley,Berkeley,Berkeley,,,
school_james_logan,James Logan,James Logan,,,
school_lick_wilmerding,Lick Wilmerding,Lick Wilmerding,,,
school_benicia,Benicia,Benicia,,,
school_concord,Concord,Concord,,,
