athletic_net_id,name,short_name,city,state,league
school_bellarmine_college_prep,Bellarmine College Prep,Bellarmine College Prep,,,
school_san_francisco_university,San Francisco University,San Francisco University,,,
school_balboa,Balboa,Balboa,,,
school_junipero_serra,Junipero Serra,Junipero Serra,,,
school_tamalpais,Tamalpais,Tamalpais,,,
school_mills,Mills,Mills,,,
school_el_camino,El Camino,El Camino,,,
school_lynbrook,Lynbrook,Lynbrook,,,
school_aragon,Aragon,Aragon,,,
school_santa_teresa,Santa Teresa,Santa Teresa,,,
school_archbishop_riordan,Archbishop Riordan,Archbishop Riordan,,,
school_lowell,Lowell,Lowell,,,
school_alameda,Alameda,Alameda,,,
school_fremont,Fremont,Fremont,,,
school_scotts_valley,Scotts Valley,Scotts Valley,,,
school_independence,Independence,Independence,,,
school_henry_m._gunn,Henry M. Gunn,Henry M. Gunn,,,
school_pioneer,Pioneer,Pioneer,,,
school_james_lick,James Lick,James Lick,,,
school_ann_sobrato,Ann Sobrato,Ann Sobrato,,,
school_cristo_rey_(san_jose),Cristo Rey (San Jose),Cristo Rey (San Jose),,,
school_leland,Leland,Leland,,,
school_lick_wilmerding,Lick Wilmerding,Lick Wilmerding,,,
school_george_washington,George Washington,George Washington,,,
school_stratford_prep_blackford,Stratford Prep Blackford,Stratford Prep Blackford,,,
school_westmoor,Westmoor,Westmoor,,,
school_san_mateo,San Mateo,San Mateo,,,
school_capuchino,Capuchino,Capuchino,,,
school_nativity,Nativity,Nativity,,,
school_prospect,Prospect,Prospect,,,
school_san_francisco_waldorf,San Francisco Waldorf,San Francisco Waldorf,,,
school_oakland,Oakland,Oakland,,,
school_pajaro_valley,Pajaro Valley,Pajaro Valley,,,
school_mt_pleasant,Mt Pleasant,Mt Pleasant,,,
school_san_lorenzo,San Lorenzo,San Lorenzo,,,
school_kipp_san_jose_collegiate,Kipp San Jose Collegiate,Kipp San Jose Collegiate,,,
school_jefferson,Jefferson,Jefferson,,,
school_adrian_wilcox,Adrian Wilcox,Adrian Wilcox,,,
school_hillbrook,Hillbrook,Hillbrook,,,
school_nueva,Nueva,Nueva,,,
school_presentation,Presentation,Presentation,,,
school_summit_shasta,Summit Shasta,Summit Shasta,,,
school_woodside,Woodside,Woodside,,,
school_cupertino,Cupertino,Cupertino,,,
school_castro_valley,Castro Valley,Castro Valley,,,
school_piedmont_hills,Piedmont Hills,Piedmont Hills,,,
school_santa_clara,Santa Clara,Santa Clara,,,
school_overfelt,Overfelt,Overfelt,,,
school_monte_vista_christian,Monte Vista Christian,Monte Vista Christian,,,
school_abraham_lincoln_(sf),Abraham Lincoln (SF),Abraham Lincoln (SF),,,
school_silver_creek,Silver Creek,Silver Creek,,,
school_raoul_wallenberg,Raoul Wallenberg,Raoul Wallenberg,,,
school_chesterton_academy_of_st._james,Chesterton Academy Of St. James,Chesterton Academy Of St. James,,,
school_apostles_lutheran,Apostles Lutheran,Apostles Lutheran,,,
school_notre_dame_(belmont),Notre Dame (Belmont),Notre Dame (Belmont),,,
school_the_academy_-_san_francisco_@_mcateer,The Academy - San Francisco @ McAteer,The Academy - San Francisco @ McAteer,,,
school_south_san_francisco,South San Francisco,South San Francisco,,,
school_galileo_academy,Galileo Academy,Galileo Academy,,,
school_mercy_(burlingame),Mercy (Burlingame),Mercy (Burlingame),,,
school_mountain_view,Mountain View,Mountain View,,,
school_burlingame,Burlingame,Burlingame,,,
school_drew,Drew,Drew,,,
school_silicon_valley_international,Silicon Valley International,Silicon Valley International,,,
school_gissv,GISSV,GISSV,,,
school_khan_lab,Khan Lab,Khan Lab,,,
