athletic_net_id,name,short_name,city,state,league
school_branham,Branham,Branham,,,
school_foothill_(pleasanton),Foothill (Pleasanton),Foothill (Pleasanton),,,
school_de_la_salle,De La Salle,De La Salle,,,
school_bishop_o'dowd,Bishop O'Dowd,Bishop O'Dowd,,,
school_california_(san_ramon),California (San Ramon),California (San Ramon),,,
school_acalanes,Acalanes,Acalanes,,,
school_sequoia,Sequoia,Sequoia,,,
school_el_cerrito,El Cerrito,El Cerrito,,,
school_piedmont,Piedmont,Piedmont,,,
school_antioch,Antioch,Antioch,,,
school_lick_wilmerding,Lick Wilmerding,Lick Wilmerding,,,
school_berkeley,Berkeley,Berkeley,,,
school_central_catholic,Central Catholic,Central Catholic,,,
school_mountain_house,Mountain House,Mountain House,,,
school_justin-siena,Justin-Siena,Justin-Siena,,,
school_american_canyon,American Canyon,American Canyon,,,
school_bentley_upper,Bentley Upper,Bentley Upper,,,
school_calaveras,Calaveras,Calaveras,,,
school_oakland,Oakland,Oakland,,,
school_college_preparatory,College Preparatory,College Preparatory,,,
school_emerald,Emerald,Emerald,,,
school_concord,Concord,Concord,,,
school_benicia,Benicia,Benicia,,,
school_pittsburg,Pittsburg,Pittsburg,,,
school_hercules,Hercules,Hercules,,,
school_kelseyville,Kelseyville,Kelseyville,,,
school_head-royce,Head-Royce,Head-Royce,,,
school_oakland_military_institute,Oakland Military Institute,Oakland Military Institute,,,
