athletic_net_id,name,short_name,city,state,league
school_mountain_view,Mountain View,Mountain View,,,
school_archbishop_riordan,Archbishop Riordan,Archbishop Riordan,,,
school_monte_vista,Monte Vista,Monte Vista,,,
school_nueva,Nueva,Nueva,,,
school_san_francisco_university,San Francisco University,San Francisco University,,,
school_bellarmine_college_prep,Bellarmine College Prep,Bellarmine College Prep,,,
school_albany,Albany,Albany,,,
school_woodside,Woodside,Woodside,,,
school_carlmont,Carlmont,Carlmont,,,
school_menlo-atherton,Menlo-Atherton,Menlo-Atherton,,,
school_george_washington,George Washington,George Washington,,,
school_mills,Mills,Mills,,,
school_tamalpais,Tamalpais,Tamalpais,,,
school_henry_m._gunn,Henry M. Gunn,Henry M. Gunn,,,
school_crystal_springs_uplands,Crystal Springs Uplands,Crystal Springs Uplands,,,
school_santa_teresa,Santa Teresa,Santa Teresa,,,
school_junipero_serra,Junipero Serra,Junipero Serra,,,
school_terra_linda,Terra Linda,Terra Linda,,,
school_terra_nova,Terra Nova,Terra Nova,,,
school_urban_of_san_francisco,Urban of San Francisco,Urban of San Francisco,,,
school_south_san_francisco,South San Francisco,South San Francisco,,,
school_marin_catholic,Marin Catholic,Marin Catholic,,,
school_healdsburg,Healdsburg,Healdsburg,,,
school_bay_school_of_san_francisco,Bay School of San Francisco,Bay School of San Francisco,,,
school_eastside_college_prep,Eastside College Prep,Eastside College Prep,,,
school_analy,Analy,Analy,,,
school_san_domenico,San Domenico,San Domenico,,,
school_clovis_north,Clovis North,Clovis North,,,
school_american,American,American,,,
school_menlo,Menlo,Menlo,,,
school_redwood_(larkspur),Redwood (Larkspur),Redwood (Larkspur),,,
school_los_altos,Los Altos,Los Altos,,,
school_milpitas,Milpitas,Milpitas,,,
school_lowell,Lowell,Lowell,,,
school_san_ramon_valley,San Ramon Valley,San Ramon Valley,,,
school_palo_alto,Palo Alto,Palo Alto,,,
school_beyer,Beyer,Beyer,,,
school_half_moon_bay,Half Moon Bay,Half Moon Bay,,,
school_amador_valley,Amador Valley,Amador Valley,,,
school_hillsdale,Hillsdale,Hillsdale,,,
school_convent_&_stuart_hall,Convent & Stuart Hall,Convent & Stuart Hall,,,
school_piedmont_hills,Piedmont Hills,Piedmont Hills,,,
school_aragon,Aragon,Aragon,,,
school_alameda,Alameda,Alameda,,,
school_livermore,Livermore,Livermore,,,
school_galileo_academy,Galileo Academy,Galileo Academy,,,
school_westmoor,Westmoor,Westmoor,,,
school_abraham_lincoln_(sf),Abraham Lincoln (SF),Abraham Lincoln (SF),,,
school_pitman,Pitman,Pitman,,,
school_piner,Piner,Piner,,,
school_deer_valley,Deer Valley,Deer Valley,,,
school_hillbrook,Hillbrook,Hillbrook,,,
school_kipp_san_jose_collegiate,Kipp San Jose Collegiate,Kipp San Jose Collegiate,,,
school_stratford_prep_blackford,Stratford Prep Blackford,Stratford Prep Blackford,,,
school_san_marin,San Marin,San Marin,,,
school_mcclatchy,McClatchy,McClatchy,,,
school_independence,Independence,Independence,,,
school_woodside_priory,Woodside Priory,Woodside Priory,,,
school_el_dorado,El Dorado,El Dorado,,,
school_archie_williams,Archie Williams,Archie Williams,,,
school_lincoln_(s),Lincoln (S),Lincoln (S),,,
school_carondelet,Carondelet,Carondelet,,,
school_castilleja,Castilleja,Castilleja,,,
school_oakmont,Oakmont,Oakmont,,,
school_notre_dame_(sj),Notre Dame (SJ),Notre Dame (SJ),,,
school_mt_pleasant,Mt Pleasant,Mt Pleasant,,,
school_harker,Harker,Harker,,,
school_notre_dame_(belmont),Notre Dame (Belmont),Notre Dame (Belmont),,,
school_will_c._wood,Will C. Wood,Will C. Wood,,,
school_balboa,Balboa,Balboa,,,
school_encinal,Encinal,Encinal,,,
school_branson,Branson,Branson,,,
school_saratoga,Saratoga,Saratoga,,,
school_oakland_tech,Oakland Tech,Oakland Tech,,,
school_novato,Novato,Novato,,,
school_alpha_cindy_avitia,Alpha Cindy Avitia,Alpha Cindy Avitia,,,
school_sacred_heart_prep,Sacred Heart Prep,Sacred Heart Prep,,,
school_saugus,Saugus,Saugus,,,
school_salesian,Salesian,Salesian,,,
school_summit_shasta,Summit Shasta,Summit Shasta,,,
school_millennium,Millennium,Millennium,,,
school_pacific_bay_christian,Pacific Bay Christian,Pacific Bay Christian,,,
school_poly_(long_beach),Poly (Long Beach),Poly (Long Beach),,,
school_montgomery,Montgomery,Montgomery,,,
school_sonoma_valley,Sonoma Valley,Sonoma Valley,,,
school_san_clemente,San Clemente,San Clemente,,,
