athletic_net_id,name,short_name,city,state,league
school_dougherty_valley,Dougherty Valley,Dougherty Valley,,,
school_college_park,College Park,College Park,,,
school_bishop_o'dowd,Bishop O'Dowd,Bishop O'Dowd,,,
school_rodriguez,Rodriguez,Rodriguez,,,
school_dublin,Dublin,Dublin,,,
school_de_la_salle,De La Salle,De La Salle,,,
school_terra_linda,Terra Linda,Terra Linda,,,
school_homestead,Homestead,Homestead,,,
school_las_lomas,Las Lomas,Las Lomas,,,
school_los_gatos,Los Gatos,Los Gatos,,,
school_granada,Granada,Granada,,,
school_willow_glen,Willow Glen,Willow Glen,,,
school_alhambra_(martinez),Alhambra (Martinez),Alhambra (Martinez),,,
school_college_preparatory,College Preparatory,College Preparatory,,,
school_maria_carrillo,Maria Carrillo,Maria Carrillo,,,
school_berkeley,Berkeley,Berkeley,,,
school_northgate,Northgate,Northgate,,,
school_campolindo,Campolindo,Campolindo,,,
school_miramonte,Miramonte,Miramonte,,,
school_benicia,Benicia,Benicia,,,
school_heritage_(brentwood),Heritage (Brentwood),Heritage (Brentwood),,,
school_piedmont,Piedmont,Piedmont,,,
school_clayton_valley,Clayton Valley,Clayton Valley,,,
school_woodside,Woodside,Woodside,,,
school_pioneer,Pioneer,Pioneer,,,
school_hercules,Hercules,Hercules,,,
school_foothill_(pleasanton),Foothill (Pleasanton),Foothill (Pleasanton),,,
school_liberty_-_brentwood,Liberty - Brentwood,Liberty - Brentwood,,,
school_deer_valley,Deer Valley,Deer Valley,,,
school_skyline,Skyline,Skyline,,,
school_st_mary's_college,St Mary's College,St Mary's College,,,
school_st_joseph_notre_dame,St Joseph Notre Dame,St Joseph Notre Dame,,,
school_contra_costa_christian,Contra Costa Christian,Contra Costa Christian,,,
school_san_leandro,San Leandro,San Leandro,,,
school_st_mary’s,St Mary’s,St Mary’s,,,
school_mission_san_jose,Mission San Jose,Mission San Jose,,,
school_berean_christian,Berean Christian,Berean Christian,,,
school_concord,Concord,Concord,,,
school_el_cerrito,El Cerrito,El Cerrito,,,
school_buckingham_charter_magnet,Buckingham Charter Magnet,Buckingham Charter Magnet,,,
school_bentley_upper,Bentley Upper,Bentley Upper,,,
school_american_canyon,American Canyon,American Canyon,,,
school_antioch,Antioch,Antioch,,,
school_carondelet,Carondelet,Carondelet,,,
school_christian_brothers,Christian Brothers,Christian Brothers,,,
school_woodside_priory,Woodside Priory,Woodside Priory,,,
school_west_valley,West Valley,West Valley,,,
school_coliseum_college_prep,Coliseum College Prep,Coliseum College Prep,,,
school_saratoga,Saratoga,Saratoga,,,
school_hope,Hope,Hope,,,
school_unattached,Unattached,Unattached,,,
school_mount_diablo_heat,Mount Diablo Heat,Mount Diablo Heat,,,
school_diablo_valley_track_&_field,Diablo Valley Track & Field,Diablo Valley Track & Field,,,
school_stanley,Stanley,Stanley,,,
school_38-unattached,38-Unattached,38-Unattached,,,
school_oakland_cubs,Oakland Cubs,Oakland Cubs,,,
