athletic_net_id,name,short_name,city,state,league
school_tulare_western,Tulare Western,Tulare Western,,,
school_watsonville,Watsonville,Watsonville,,,
school_north_monterey_county,North Monterey County,North Monterey County,,,
school_carmel,Carmel,Carmel,,,
school_sequoia,Sequoia,Sequoia,,,
school_turlock_christian,Turlock Christian,Turlock Christian,,,
school_salinas,Salinas,Salinas,,,
school_north_salinas,North Salinas,North Salinas,,,
school_palma,Palma,Palma,,,
school_hollister,Hollister,Hollister,,,
school_christopher,Christopher,Christopher,,,
school_santa_cruz,Santa Cruz,Santa Cruz,,,
school_pacific_grove,Pacific Grove,Pacific Grove,,,
school_king_city,King City,King City,,,
school_gilroy,Gilroy,Gilroy,,,
school_greenfield,Greenfield,Greenfield,,,
school_evergreen_valley,Evergreen Valley,Evergreen Valley,,,
school_gonzales,Gonzales,Gonzales,,,
school_monterey,Monterey,Monterey,,,
school_alisal,Alisal,Alisal,,,
school_pacific_collegiate,Pacific Collegiate,Pacific Collegiate,,,
